employee_name,product_name,category,date,subtotal,tax_amount,total_amount,payment_method,discount_amount,promo_name,quantity,price_per_unit
Frank,Starbucks Mocha,Drinks,2025-01-06 07:58:51,8.0,0.5,8.5,Cash,0.0,,4,2.0
Frank,Starbucks Caramel,Drinks,2025-01-06 07:58:51,4.0,0.25,4.25,Cash,0.0,,2,2.0
Frank,Blueberry Donut Hole,Donut,2025-01-06 07:58:51,2.0,0.12,2.12,Cash,0.0,,2,1.0
Grace,Starbucks Mocha,Drinks,2025-01-06 13:11:42,8.0,0.5,8.5,Cash,0.0,BOGO,4,2.0
Grace,Boston Creme,Donut,2025-01-06 13:11:42,2.0,0.12,2.12,Cash,2.0,BOGO,4,1.0
Grace,Sprite,Drinks,2025-01-06 13:11:42,2.0,0.12,2.12,Cash,0.0,BOGO,1,2.0
Frank,Chocolate Donut Hole,Donut,2025-01-06 12:24:53,4.0,0.25,4.25,Cash,0.0,,4,1.0
Frank,Chocolate,Donut,2025-01-06 16:06:45,3.0,0.19,3.19,Card,0.0,,3,1.0
Frank,Diet Coke,Drinks,2025-01-06 16:06:45,2.0,0.12,2.12,Card,0.0,,1,2.0
Frank,Starbucks Caramel,Drinks,2025-01-06 22:49:27,4.0,0.25,4.25,Cash,0.0,,2,2.0
Frank,Biscuits,Hot Foods,2025-01-06 22:49:27,3.0,0.19,3.19,Cash,0.0,,1,3.0
Frank,Ham and Cheese,Hot Foods,2025-01-06 22:49:27,9.0,0.56,9.56,Cash,0.0,,3,3.0
Hannah,Blueberry Donut Hole,Donut,2025-01-06 00:35:13,4.0,0.25,4.25,Card,0.0,,4,1.0
Hannah,Glaze Donut Hole,Donut,2025-01-06 00:35:13,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Donut Odyssey,Donut,2025-01-06 00:35:13,2.0,0.12,2.12,Card,0.0,,2,1.0
Grace,Glaze Donut Hole,Donut,2025-01-06 19:28:44,3.0,0.19,3.19,Card,0.0,,3,1.0
Bob,Frosted Donut Sprinkle,Donut,2025-01-06 20:53:51,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Croissant Hot Dog,Hot Foods,2025-01-06 20:53:51,9.0,0.56,9.56,Card,0.0,,3,3.0
Frank,Croissant Hot Dog,Hot Foods,2025-01-06 21:16:17,9.0,0.56,9.56,Card,0.0,,3,3.0
Bob,Donut Odyssey,Donut,2025-01-06 15:49:37,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Bob,Tropicana,Drinks,2025-01-06 15:49:37,8.0,0.5,8.5,Card,0.0,BOGO,4,2.0
Bob,Biscuits,Hot Foods,2025-01-06 15:49:37,3.0,0.19,3.19,Card,3.0,BOGO,2,3.0
Frank,Tropicana,Drinks,2025-01-06 03:16:03,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Frank,Diet Coke,Drinks,2025-01-06 03:16:03,4.0,0.25,4.25,Card,0.0,BOGO,2,2.0
Frank,Chocolate Sprinkle,Donut,2025-01-06 03:16:03,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Hannah,Glaze Donut Hole,Donut,2025-01-06 08:34:07,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Hannah,Tropicana,Drinks,2025-01-06 08:34:07,3.0,0.19,3.19,Card,3.0,WINTER SPECIAL,3,2.0
Hannah,Frosted Donut Sprinkle,Donut,2025-01-06 08:34:07,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Hannah,Chocolate Sprinkle,Donut,2025-01-06 08:34:07,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Hannah,Chocolate,Donut,2025-01-06 08:34:07,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Bob,Starbucks Mocha,Drinks,2025-01-06 13:56:17,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Bob,Croissant Hot Dog,Hot Foods,2025-01-06 13:56:17,6.0,0.38,6.38,Card,3.0,BOGO,3,3.0
Bob,Biscuits,Hot Foods,2025-01-06 13:56:17,6.0,0.38,6.38,Card,3.0,BOGO,3,3.0
Bob,Frosted Donut,Donut,2025-01-06 13:56:17,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Grace,Chocolate,Donut,2025-01-06 03:36:16,2.0,0.12,2.12,Card,0.0,,2,1.0
Grace,Sprite,Drinks,2025-01-06 03:36:16,4.0,0.25,4.25,Card,0.0,,2,2.0
Grace,Starbucks Mocha,Drinks,2025-01-06 21:10:01,4.0,0.25,4.25,Cash,0.0,,2,2.0
Grace,Diet Coke,Drinks,2025-01-06 21:10:01,2.0,0.12,2.12,Cash,0.0,,1,2.0
Grace,Strawberry,Donut,2025-01-06 21:10:01,3.0,0.19,3.19,Cash,0.0,,3,1.0
Grace,Blueberry Donut Hole,Donut,2025-01-06 21:10:01,3.0,0.19,3.19,Cash,0.0,,3,1.0
Bob,Starbucks Caramel,Drinks,2025-01-06 00:57:25,8.0,0.5,8.5,Card,0.0,,4,2.0
Bob,Small Hot Dog,Hot Foods,2025-01-06 00:57:25,12.0,0.75,12.75,Card,0.0,,4,3.0
Alice,Cinnamon Swirl,Donut,2025-01-06 21:18:36,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Glaze,Donut,2025-01-06 21:18:36,2.0,0.12,2.12,Card,0.0,,2,1.0
Frank,Chocolate,Donut,2025-01-06 00:09:36,0.5,0.03,0.53,Cash,0.5,WINTER SPECIAL,1,1.0
Frank,Chocolate Sprinkle,Donut,2025-01-06 00:09:36,1.0,0.06,1.06,Cash,1.0,WINTER SPECIAL,2,1.0
Frank,Redbull,Drinks,2025-01-06 00:09:36,1.0,0.06,1.06,Cash,1.0,WINTER SPECIAL,1,2.0
Frank,Croissant Hot Dog,Hot Foods,2025-01-06 00:09:36,6.0,0.38,6.38,Cash,6.0,WINTER SPECIAL,4,3.0
Frank,Small Hot Dog,Hot Foods,2025-01-06 22:28:32,12.0,0.75,12.75,Card,0.0,,4,3.0
Frank,Blueberry,Donut,2025-01-06 22:28:32,3.0,0.19,3.19,Card,0.0,,3,1.0
Frank,Chocolate Sprinkle,Donut,2025-01-06 22:28:32,1.0,0.06,1.06,Card,0.0,,1,1.0
Charlie,Biscuits,Hot Foods,2025-01-06 11:53:17,6.0,0.38,6.38,Card,0.0,,2,3.0
Charlie,Biscuits,Hot Foods,2025-01-06 11:53:17,3.0,0.19,3.19,Card,0.0,,1,3.0
Charlie,Chocolate,Donut,2025-01-06 11:53:17,2.0,0.12,2.12,Card,0.0,,2,1.0
Frank,Chocolate,Donut,2025-01-06 00:43:58,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Frank,Cinnamon Swirl,Donut,2025-01-06 00:43:58,0.5,0.03,0.53,Card,0.5,WINTER SPECIAL,1,1.0
Bob,Coke,Drinks,2025-01-06 01:28:23,2.0,0.12,2.12,Cash,0.0,,1,2.0
Bob,Redbull,Drinks,2025-01-06 01:28:23,6.0,0.38,6.38,Cash,0.0,,3,2.0
Bob,Strawberry,Donut,2025-01-06 20:54:58,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Bob,Ham and Cheese,Hot Foods,2025-01-06 20:54:58,3.0,0.19,3.19,Card,0.0,BOGO,1,3.0
Bob,Biscuits,Hot Foods,2025-01-06 20:54:58,3.0,0.19,3.19,Card,3.0,BOGO,2,3.0
Bob,Jalapeno Hot Dog,Hot Foods,2025-01-06 20:54:58,3.0,0.19,3.19,Card,0.0,BOGO,1,3.0
Alice,Biscuits,Hot Foods,2025-01-06 21:31:04,6.0,0.38,6.38,Card,0.0,,2,3.0
Alice,Ham and Cheese,Hot Foods,2025-01-06 21:31:04,9.0,0.56,9.56,Card,0.0,,3,3.0
Alice,Small Hot Dog,Hot Foods,2025-01-06 21:31:04,9.0,0.56,9.56,Card,0.0,,3,3.0
Alice,Daring Donut,Donut,2025-01-06 21:31:04,2.0,0.12,2.12,Card,0.0,,2,1.0
Alice,Ham and Cheese,Hot Foods,2025-01-06 21:31:04,9.0,0.56,9.56,Card,0.0,,3,3.0
Alice,Frosted Donut Sprinkle,Donut,2025-01-06 06:28:58,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Alice,Redbull,Drinks,2025-01-06 06:28:58,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Alice,Strawberry,Donut,2025-01-06 06:28:58,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Grace,Small Hot Dog,Hot Foods,2025-01-06 11:46:37,12.0,0.75,12.75,Cash,0.0,,4,3.0
Grace,Tropicana,Drinks,2025-01-06 11:46:37,6.0,0.38,6.38,Cash,0.0,,3,2.0
Grace,Ham and Cheese,Hot Foods,2025-01-06 11:46:37,6.0,0.38,6.38,Cash,0.0,,2,3.0
Grace,Frosted Donut Sprinkle,Donut,2025-01-06 11:46:37,4.0,0.25,4.25,Cash,0.0,,4,1.0
Grace,Blueberry,Donut,2025-01-06 11:46:37,3.0,0.19,3.19,Cash,0.0,,3,1.0
Alice,Biscuits,Hot Foods,2025-01-06 03:50:20,3.0,0.19,3.19,Card,0.0,,1,3.0
Alice,Ham and Cheese,Hot Foods,2025-01-06 03:50:20,9.0,0.56,9.56,Card,0.0,,3,3.0
Alice,Jalapeno Hot Dog,Hot Foods,2025-01-06 03:50:20,12.0,0.75,12.75,Card,0.0,,4,3.0
Bob,Strawberry,Donut,2025-01-06 08:59:13,3.0,0.19,3.19,Card,0.0,,3,1.0
Bob,Tropicana,Drinks,2025-01-06 08:59:13,4.0,0.25,4.25,Card,0.0,,2,2.0
Bob,Tropicana,Drinks,2025-01-06 08:59:13,4.0,0.25,4.25,Card,0.0,,2,2.0
Bob,Chocolate Sprinkle,Donut,2025-01-06 08:59:13,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Small Hot Dog,Hot Foods,2025-01-06 08:59:13,6.0,0.38,6.38,Card,0.0,,2,3.0
Charlie,Strawberry,Donut,2025-01-06 23:48:36,2.0,0.12,2.12,Card,0.0,,2,1.0
Charlie,Starbucks Caramel,Drinks,2025-01-06 23:48:36,8.0,0.5,8.5,Card,0.0,,4,2.0
Charlie,Glaze Donut Hole,Donut,2025-01-06 23:48:36,4.0,0.25,4.25,Card,0.0,,4,1.0
Charlie,Daring Donut,Donut,2025-01-06 23:48:36,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Glaze Donut Hole,Donut,2025-01-06 17:11:24,2.0,0.12,2.12,Card,0.0,,2,1.0
Alice,Donut Odyssey,Donut,2025-01-06 08:35:56,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Boston Creme,Donut,2025-01-06 08:35:56,2.0,0.12,2.12,Card,0.0,,2,1.0
Alice,Donut Odyssey,Donut,2025-01-06 08:35:56,2.0,0.12,2.12,Card,0.0,,2,1.0
Alice,Chocolate,Donut,2025-01-06 12:42:13,0.5,0.03,0.53,Card,0.5,WINTER SPECIAL,1,1.0
Alice,Starbucks Caramel,Drinks,2025-01-06 12:42:13,4.0,0.25,4.25,Card,4.0,WINTER SPECIAL,4,2.0
Alice,Coke,Drinks,2025-01-06 12:42:13,3.0,0.19,3.19,Card,3.0,WINTER SPECIAL,3,2.0
Alice,Chocolate Sprinkle,Donut,2025-01-06 12:42:13,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Grace,Small Hot Dog,Hot Foods,2025-01-06 14:08:39,3.0,0.19,3.19,Card,0.0,BOGO,1,3.0
Grace,Diet Coke,Drinks,2025-01-06 14:08:39,4.0,0.25,4.25,Card,0.0,BOGO,2,2.0
Grace,Tropicana,Drinks,2025-01-06 14:08:39,8.0,0.5,8.5,Card,0.0,BOGO,4,2.0
Grace,Blueberry Donut Hole,Donut,2025-01-06 14:08:39,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Charlie,Frosted Donut,Donut,2025-01-06 07:05:15,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Charlie,Redbull,Drinks,2025-01-06 07:05:15,4.0,0.25,4.25,Card,0.0,BOGO,2,2.0
Charlie,Blueberry Donut Hole,Donut,2025-01-06 07:05:15,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Charlie,Cinnamon Swirl,Donut,2025-01-06 07:05:15,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Charlie,Glaze Donut Hole,Donut,2025-01-06 07:05:15,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Grace,Daring Donut,Donut,2025-01-06 09:54:44,1.0,0.06,1.06,Card,0.0,,1,1.0
Grace,Small Hot Dog,Hot Foods,2025-01-06 09:54:44,6.0,0.38,6.38,Card,0.0,,2,3.0
Grace,Frosted Donut,Donut,2025-01-06 14:56:54,1.0,0.06,1.06,Cash,1.0,WINTER SPECIAL,2,1.0
Grace,Biscuits,Hot Foods,2025-01-06 14:56:54,3.0,0.19,3.19,Cash,3.0,WINTER SPECIAL,2,3.0
Grace,Cinnamon Swirl,Donut,2025-01-06 14:56:54,1.0,0.06,1.06,Cash,1.0,WINTER SPECIAL,2,1.0
Frank,Donut Odyssey,Donut,2025-01-06 21:44:43,2.0,0.12,2.12,Card,0.0,,2,1.0
Grace,Donut Odyssey,Donut,2025-01-06 22:55:53,4.0,0.25,4.25,Card,0.0,,4,1.0
Grace,Coke,Drinks,2025-01-06 22:55:53,8.0,0.5,8.5,Card,0.0,,4,2.0
Grace,Donut Odyssey,Donut,2025-01-06 22:55:53,3.0,0.19,3.19,Card,0.0,,3,1.0
Bob,Biscuits,Hot Foods,2025-01-06 00:18:27,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,1,3.0
Bob,Diet Coke,Drinks,2025-01-06 00:18:27,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Bob,Boston Creme,Donut,2025-01-06 00:18:27,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Grace,Chocolate,Donut,2025-01-06 01:34:39,2.0,0.12,2.12,Card,0.0,,2,1.0
Grace,Coffee,Drinks,2025-01-06 01:34:39,8.0,0.5,8.5,Card,0.0,,4,2.0
Grace,Starbucks Caramel,Drinks,2025-01-06 01:34:39,8.0,0.5,8.5,Card,0.0,,4,2.0
Grace,Frosted Donut,Donut,2025-01-06 01:34:39,4.0,0.25,4.25,Card,0.0,,4,1.0
Grace,Cinnamon Swirl,Donut,2025-01-06 01:34:39,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Chocolate Donut Hole,Donut,2025-01-06 12:45:07,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Tropicana,Drinks,2025-01-06 12:45:07,8.0,0.5,8.5,Card,0.0,,4,2.0
Hannah,Glaze Donut Hole,Donut,2025-01-06 12:45:07,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Biscuits,Hot Foods,2025-01-06 12:45:07,3.0,0.19,3.19,Card,0.0,,1,3.0
Charlie,Chocolate Donut Hole,Donut,2025-01-06 08:00:05,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Diet Coke,Drinks,2025-01-06 08:00:05,8.0,0.5,8.5,Card,0.0,,4,2.0
Charlie,Biscuits,Hot Foods,2025-01-06 08:00:05,6.0,0.38,6.38,Card,0.0,,2,3.0
Frank,Chocolate Donut Hole,Donut,2025-01-06 12:42:17,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Hannah,Biscuits,Hot Foods,2025-01-06 12:43:17,4.5,0.28,4.78,Cash,4.5,WINTER SPECIAL,3,3.0
Hannah,Tropicana,Drinks,2025-01-06 12:43:17,2.0,0.12,2.12,Cash,2.0,WINTER SPECIAL,2,2.0
Hannah,Glaze Donut Hole,Donut,2025-01-06 12:43:17,2.0,0.12,2.12,Cash,2.0,WINTER SPECIAL,4,1.0
Grace,Daring Donut,Donut,2025-01-06 19:26:05,3.0,0.19,3.19,Card,0.0,,3,1.0
Grace,Chocolate,Donut,2025-01-06 19:26:05,1.0,0.06,1.06,Card,0.0,,1,1.0
Grace,Coke,Drinks,2025-01-06 19:26:05,4.0,0.25,4.25,Card,0.0,,2,2.0
Charlie,Blueberry Donut Hole,Donut,2025-01-06 07:47:44,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Charlie,Chocolate,Donut,2025-01-06 07:47:44,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Charlie,Chocolate,Donut,2025-01-06 07:47:44,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Charlie,Frosted Donut,Donut,2025-01-06 07:47:44,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Charlie,Blueberry,Donut,2025-01-06 07:47:44,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Alice,Biscuits,Hot Foods,2025-01-06 08:01:24,3.0,0.19,3.19,Card,0.0,,1,3.0
Alice,Coke,Drinks,2025-01-06 08:01:24,2.0,0.12,2.12,Card,0.0,,1,2.0
Frank,Blueberry Donut Hole,Donut,2025-01-06 05:05:44,3.0,0.19,3.19,Card,0.0,,3,1.0
Frank,Blueberry,Donut,2025-01-06 05:05:44,1.0,0.06,1.06,Card,0.0,,1,1.0
Frank,Biscuits,Hot Foods,2025-01-06 05:05:44,9.0,0.56,9.56,Card,0.0,,3,3.0
Charlie,Croissant Hot Dog,Hot Foods,2025-01-06 00:23:18,12.0,0.75,12.75,Card,0.0,,4,3.0
Charlie,Redbull,Drinks,2025-01-06 00:23:18,2.0,0.12,2.12,Card,0.0,,1,2.0
Charlie,Croissant Hot Dog,Hot Foods,2025-01-06 02:00:35,9.0,0.56,9.56,Card,0.0,,3,3.0
Bob,Frosted Donut Sprinkle,Donut,2025-01-06 01:24:15,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Glaze,Donut,2025-01-06 01:24:15,4.0,0.25,4.25,Card,0.0,,4,1.0
Grace,Frosted Donut Sprinkle,Donut,2025-01-06 21:50:08,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Frank,Starbucks Mocha,Drinks,2025-01-06 11:39:54,4.0,0.25,4.25,Card,0.0,,2,2.0
Frank,Glaze,Donut,2025-01-06 11:39:54,1.0,0.06,1.06,Card,0.0,,1,1.0
Grace,Ham and Cheese,Hot Foods,2025-01-06 05:31:40,3.0,0.19,3.19,Card,3.0,WINTER SPECIAL,2,3.0
Grace,Daring Donut,Donut,2025-01-06 05:31:40,0.5,0.03,0.53,Card,0.5,WINTER SPECIAL,1,1.0
Grace,Tropicana,Drinks,2025-01-06 05:31:40,4.0,0.25,4.25,Card,4.0,WINTER SPECIAL,4,2.0
Charlie,Strawberry,Donut,2025-01-06 17:59:23,4.0,0.25,4.25,Card,0.0,,4,1.0
Charlie,Tropicana,Drinks,2025-01-06 17:59:23,6.0,0.38,6.38,Card,0.0,,3,2.0
Charlie,Coke,Drinks,2025-01-06 17:59:23,8.0,0.5,8.5,Card,0.0,,4,2.0
Charlie,Croissant Hot Dog,Hot Foods,2025-01-06 17:59:23,3.0,0.19,3.19,Card,0.0,,1,3.0
Alice,Ham and Cheese,Hot Foods,2025-01-06 12:08:25,3.0,0.19,3.19,Card,0.0,,1,3.0
Alice,Tropicana,Drinks,2025-01-06 12:08:25,8.0,0.5,8.5,Card,0.0,,4,2.0
Alice,Ham and Cheese,Hot Foods,2025-01-06 12:08:25,3.0,0.19,3.19,Card,0.0,,1,3.0
Alice,Donut Odyssey,Donut,2025-01-06 12:08:25,3.0,0.19,3.19,Card,0.0,,3,1.0
Frank,Sprite,Drinks,2025-01-06 04:19:14,8.0,0.5,8.5,Cash,0.0,,4,2.0
Frank,Jalapeno Hot Dog,Hot Foods,2025-01-06 04:19:14,6.0,0.38,6.38,Cash,0.0,,2,3.0
Bob,Small Hot Dog,Hot Foods,2025-01-06 12:09:30,3.0,0.19,3.19,Cash,3.0,WINTER SPECIAL,2,3.0
Charlie,Starbucks Mocha,Drinks,2025-01-06 08:29:52,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,1,2.0
Charlie,Frosted Donut,Donut,2025-01-06 08:29:52,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Charlie,Blueberry Donut Hole,Donut,2025-01-06 08:29:52,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Alice,Redbull,Drinks,2025-01-06 12:11:36,6.0,0.38,6.38,Cash,0.0,BOGO,3,2.0
Alice,Donut Odyssey,Donut,2025-01-06 12:11:36,1.0,0.06,1.06,Cash,1.0,BOGO,2,1.0
Frank,Glaze,Donut,2025-01-06 21:55:59,1.5,0.09,1.59,Cash,1.5,WINTER SPECIAL,3,1.0
Frank,Chocolate Sprinkle,Donut,2025-01-06 21:55:59,0.5,0.03,0.53,Cash,0.5,WINTER SPECIAL,1,1.0
Frank,Coffee,Drinks,2025-01-06 21:55:59,3.0,0.19,3.19,Cash,3.0,WINTER SPECIAL,3,2.0
Frank,Glaze,Donut,2025-01-06 21:55:59,1.5,0.09,1.59,Cash,1.5,WINTER SPECIAL,3,1.0
Frank,Coke,Drinks,2025-01-06 21:55:59,1.0,0.06,1.06,Cash,1.0,WINTER SPECIAL,1,2.0
Hannah,Glaze,Donut,2025-01-06 17:19:43,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Chocolate,Donut,2025-01-06 06:27:41,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Biscuits,Hot Foods,2025-01-06 06:27:41,12.0,0.75,12.75,Card,0.0,,4,3.0
Bob,Chocolate Donut Hole,Donut,2025-01-06 06:27:41,4.0,0.25,4.25,Card,0.0,,4,1.0
Grace,Glaze Donut Hole,Donut,2025-01-06 04:18:21,2.0,0.12,2.12,Card,0.0,,2,1.0
Grace,Strawberry,Donut,2025-01-06 04:18:21,4.0,0.25,4.25,Card,0.0,,4,1.0
Grace,Sprite,Drinks,2025-01-06 04:18:21,8.0,0.5,8.5,Card,0.0,,4,2.0
Frank,Boston Creme,Donut,2025-01-06 23:40:03,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Glaze Donut Hole,Donut,2025-01-06 16:18:37,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Donut Odyssey,Donut,2025-01-06 16:18:37,4.0,0.25,4.25,Card,0.0,,4,1.0
Hannah,Sprite,Drinks,2025-01-06 16:18:37,6.0,0.38,6.38,Card,0.0,,3,2.0
Hannah,Tropicana,Drinks,2025-01-06 16:18:37,4.0,0.25,4.25,Card,0.0,,2,2.0
Charlie,Starbucks Caramel,Drinks,2025-01-06 07:50:07,4.0,0.25,4.25,Card,0.0,,2,2.0
Charlie,Donut Odyssey,Donut,2025-01-06 07:50:07,1.0,0.06,1.06,Card,0.0,,1,1.0
Charlie,Tropicana,Drinks,2025-01-06 12:12:06,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Charlie,Donut Odyssey,Donut,2025-01-06 12:12:06,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Charlie,Chocolate Donut Hole,Donut,2025-01-06 12:12:06,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,2,1.0
Frank,Redbull,Drinks,2025-01-06 22:05:28,6.0,0.38,6.38,Card,0.0,,3,2.0
Alice,Chocolate Donut Hole,Donut,2025-01-06 18:33:27,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Alice,Coke,Drinks,2025-01-06 18:33:27,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Alice,Ham and Cheese,Hot Foods,2025-01-06 18:33:27,6.0,0.38,6.38,Card,6.0,WINTER SPECIAL,4,3.0
Frank,Boston Creme,Donut,2025-01-06 20:53:55,4.0,0.25,4.25,Cash,0.0,,4,1.0
Frank,Glaze Donut Hole,Donut,2025-01-06 20:53:55,2.0,0.12,2.12,Cash,0.0,,2,1.0
Frank,Chocolate Donut Hole,Donut,2025-01-06 20:53:55,3.0,0.19,3.19,Cash,0.0,,3,1.0
Alice,Starbucks Caramel,Drinks,2025-01-06 06:08:44,4.0,0.25,4.25,Card,0.0,BOGO,2,2.0
Charlie,Tropicana,Drinks,2025-01-06 03:34:58,3.0,0.19,3.19,Card,3.0,WINTER SPECIAL,3,2.0
Charlie,Coffee,Drinks,2025-01-06 03:34:58,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,1,2.0
Charlie,Tropicana,Drinks,2025-01-06 03:34:58,3.0,0.19,3.19,Card,3.0,WINTER SPECIAL,3,2.0
Frank,Tropicana,Drinks,2025-01-06 15:37:06,4.0,0.25,4.25,Card,0.0,,2,2.0
Frank,Donut Odyssey,Donut,2025-01-06 15:37:06,1.0,0.06,1.06,Card,0.0,,1,1.0
Frank,Biscuits,Hot Foods,2025-01-06 15:37:06,3.0,0.19,3.19,Card,0.0,,1,3.0
Frank,Coffee,Drinks,2025-01-06 15:37:06,4.0,0.25,4.25,Card,0.0,,2,2.0
Alice,Blueberry Donut Hole,Donut,2025-01-06 03:36:40,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Strawberry,Donut,2025-01-06 03:36:40,4.0,0.25,4.25,Card,0.0,,4,1.0
Alice,Tropicana,Drinks,2025-01-06 03:36:40,8.0,0.5,8.5,Card,0.0,,4,2.0
Frank,Chocolate Sprinkle,Donut,2025-01-06 02:51:46,1.0,0.06,1.06,Cash,0.0,,1,1.0
Frank,Glaze Donut Hole,Donut,2025-01-06 02:51:46,1.0,0.06,1.06,Cash,0.0,,1,1.0
Frank,Croissant Hot Dog,Hot Foods,2025-01-06 02:51:46,9.0,0.56,9.56,Cash,0.0,,3,3.0
Grace,Cinnamon Swirl,Donut,2025-01-06 16:59:23,2.0,0.12,2.12,Card,0.0,,2,1.0
Grace,Glaze,Donut,2025-01-06 16:59:23,2.0,0.12,2.12,Card,0.0,,2,1.0
Grace,Blueberry Donut Hole,Donut,2025-01-06 16:59:23,3.0,0.19,3.19,Card,0.0,,3,1.0
Grace,Biscuits,Hot Foods,2025-01-06 16:59:23,9.0,0.56,9.56,Card,0.0,,3,3.0
Frank,Coffee,Drinks,2025-01-06 05:26:14,3.0,0.19,3.19,Card,3.0,WINTER SPECIAL,3,2.0
Frank,Ham and Cheese,Hot Foods,2025-01-06 05:26:14,3.0,0.19,3.19,Card,3.0,WINTER SPECIAL,2,3.0
Bob,Glaze Donut Hole,Donut,2025-01-06 14:12:40,4.0,0.25,4.25,Card,0.0,,4,1.0
Bob,Strawberry,Donut,2025-01-06 14:12:40,4.0,0.25,4.25,Card,0.0,,4,1.0
Bob,Jalapeno Hot Dog,Hot Foods,2025-01-06 19:48:12,3.0,0.19,3.19,Card,3.0,BOGO,2,3.0
Grace,Chocolate Donut Hole,Donut,2025-01-06 01:17:53,0.5,0.03,0.53,Card,0.5,WINTER SPECIAL,1,1.0
Grace,Daring Donut,Donut,2025-01-06 01:17:53,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,2,1.0
Grace,Biscuits,Hot Foods,2025-01-06 01:17:53,3.0,0.19,3.19,Card,3.0,WINTER SPECIAL,2,3.0
Grace,Boston Creme,Donut,2025-01-06 01:17:53,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Grace,Boston Creme,Donut,2025-01-06 01:17:53,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Charlie,Small Hot Dog,Hot Foods,2025-01-06 21:01:16,3.0,0.19,3.19,Card,0.0,,1,3.0
Charlie,Redbull,Drinks,2025-01-06 21:01:16,8.0,0.5,8.5,Card,0.0,,4,2.0
Charlie,Starbucks Caramel,Drinks,2025-01-06 21:01:16,2.0,0.12,2.12,Card,0.0,,1,2.0
Charlie,Biscuits,Hot Foods,2025-01-06 21:01:16,3.0,0.19,3.19,Card,0.0,,1,3.0
